trial_index	trial_type	block_number	block_type	is_practice	kin_parse_failed	kin_n_samples	duration	path_length	max_velocity	mean_velocity	max_acceleration	mean_acceleration
549	go	14	go_nogo	0	0	52	0.844462	628.277503	1765.362908	743.997365	55092.761295	10934.733037
550	nogo	14	go_nogo	0	0	39	0.625976	353.730862	1309.780607	565.086578	28785.368137	5761.001046
551	go	14	go_nogo	0	0	52	0.841090	600.654652	1779.865988	714.138723	42525.024683	8541.248809
552	go	14	go_nogo	0	0	55	0.894066	606.415321	1875.325638	678.266689	77147.052952	10567.840419
553	go	14	go_nogo	0	0	55	0.893886	631.459167	1936.973004	706.420166	39243.547761	8364.709539
554	go	14	go_nogo	0	0	56	0.912095	642.204504	1551.821609	704.098185	41986.473571	8595.922966
555	go	14	go_nogo	0	0	69	1.126298	610.946012	1432.897576	542.437317	47618.276159	7637.239537
556	go	14	go_nogo	0	0	45	0.727625	595.969566	2575.154313	819.061871	66072.273564	11626.030179
557	go	14	go_nogo	0	0	61	0.995298	621.272714	1717.395045	624.207425	40853.749470	6430.201843
558	nogo	14	go_nogo	0	0	40	0.643297	405.518397	1520.545108	630.375177	54699.471030	9066.900447
559	go	14	go_nogo	0	0	57	0.926866	583.164756	1579.775447	629.179211	39284.736159	9245.289874
560	go	14	go_nogo	0	0	82	1.343510	656.651548	1508.153603	488.758141	42059.882000	6473.498474
561	go	14	go_nogo	0	0	56	0.911329	612.539172	1894.345417	672.138720	33455.425305	7011.396008
562	go	14	go_nogo	0	0	71	1.158427	619.803666	1233.239741	535.039221	33306.082835	6279.023539
563	go	14	go_nogo	0	0	43	0.693944	622.846877	1979.334505	897.546052	71085.462536	10993.766267
564	go	14	go_nogo	0	0	48	0.777811	600.895406	1525.645728	772.547008	98890.030762	11917.194203
565	go	14	go_nogo	0	0	59	0.962493	582.669995	1478.009570	605.375763	86768.706334	10984.139346
566	go	14	go_nogo	0	0	54	0.878420	609.402102	2852.545177	693.748298	145021.325974	13760.512035
567	go	14	go_nogo	0	0	82	1.343218	616.121665	2118.786262	458.690847	62778.042277	6359.005942
568	go	14	go_nogo	0	0	67	1.094294	585.810038	1901.188834	535.331588	48654.205945	8296.112651
569	go	14	go_nogo	0	0	50	0.811476	590.010430	2271.643485	727.083211	84207.319960	9544.734961
570	go	14	go_nogo	0	0	37	0.592054	582.948692	2042.346581	984.620814	110013.152807	10744.936352
571	nogo	14	go_nogo	0	0	36	0.575983	276.371353	1083.002303	479.825539	38416.327064	6891.399112
572	go	14	go_nogo	0	0	63	1.028136	623.706313	1305.443430	606.638243	57734.075262	7805.839602
573	nogo	14	go_nogo	0	0	47	0.760671	549.889710	1923.303363	722.900847	41403.090567	7989.162414
574	go	14	go_nogo	0	0	41	0.661076	605.067274	1732.267231	915.277112	46219.280109	11847.823355
575	nogo	14	go_nogo	0	0	49	0.793554	503.037761	1578.977815	633.904970	40131.172602	8594.527787
576	go	14	go_nogo	0	0	63	1.027937	577.542941	2274.143848	561.846631	64629.894667	8935.794645
577	go	14	go_nogo	0	0	73	1.193683	576.861042	1847.177237	483.261666	113171.010733	6379.992702
578	go	14	go_nogo	0	0	47	0.758094	586.684834	2842.330226	773.895085	88791.928629	13638.779259
579	nogo	14	go_nogo	0	0	37	0.592805	644.389338	2769.303501	1087.017746	60760.517480	15810.452945
580	go	14	go_nogo	0	0	58	0.943996	647.131361	1312.589081	685.523777	55979.083144	10204.649340
581	go	14	go_nogo	0	0	45	0.727716	599.898098	1806.421339	824.357552	73612.487503	11564.285509
582	go	14	go_nogo	0	0	61	0.993339	597.996415	1479.665279	602.006501	89908.265453	8179.179837
583	go	14	go_nogo	0	0	58	0.945340	648.452264	1566.260593	685.946294	61051.950543	9273.698326
584	go	14	go_nogo	0	0	46	0.744449	589.116994	2008.035470	791.346556	116127.958719	10124.579884
585	nogo	14	go_nogo	0	0	42	0.676427	560.832344	2417.956309	829.109442	88612.805792	11189.027769
587	go	14	go_nogo	0	0	43	0.694602	631.431229	2445.391185	909.054724	63931.929118	12500.191590
588	nogo	14	go_nogo	0	0	40	0.643377	535.118081	2457.606312	831.733438	57968.440624	11617.090694
590	go	15	go_only	0	0	41	0.661152	663.741362	3158.363654	1003.917198	66937.939931	13994.123861
591	go	15	go_only	0	0	42	0.676849	584.896010	2455.604229	864.145872	59924.591761	12616.504703
592	go	15	go_only	0	0	38	0.610744	608.297866	2152.795898	995.994992	82766.551178	15752.161581
593	go	15	go_only	0	0	52	0.844490	587.039603	1780.083780	695.141058	107244.799984	9786.862341
594	go	15	go_only	0	0	42	0.676959	599.490754	2662.100164	885.564607	84597.727243	9811.235247
595	go	15	go_only	0	0	41	0.661144	629.860071	2554.292491	952.681837	63505.629601	11019.407820
596	go	15	go_only	0	0	46	0.742847	608.032168	2084.052281	818.516348	86320.888717	10017.681338
597	go	15	go_only	0	0	49	0.794623	604.895984	3706.902646	761.236728	84816.003245	14077.109756
598	go	15	go_only	0	0	37	0.593687	600.365151	2164.869542	1011.249287	53619.234254	12537.440422
599	go	15	go_only	0	0	46	0.743416	611.998711	2158.518977	823.225432	45581.176949	11058.314639
600	go	15	go_only	0	0	52	0.844548	618.285455	1572.471834	732.090280	84067.035971	10644.557212
601	go	15	go_only	0	0	46	0.742383	617.470266	2108.397304	831.740400	124020.524903	10119.136650
602	go	15	go_only	0	0	58	0.943766	635.743706	1818.140577	673.624580	48303.218573	8204.030693
603	go	15	go_only	0	0	54	0.875506	618.615444	1829.111742	706.580473	47014.627240	8781.653870
604	go	15	go_only	0	0	63	1.025718	621.469622	1515.318613	605.887409	38872.727622	8347.411292
605	go	15	go_only	0	0	43	0.693653	629.385842	2296.654853	907.350355	55448.386016	9322.168050
606	go	15	go_only	0	0	49	0.794568	615.587477	1773.738027	774.745254	65699.963326	7905.202959
