trial_index	trial_type	block_number	block_type	is_practice	n_left_clicks	go_first_left_inside	go_first_left_rt	parse_failed_time	parse_failed_xy	parse_failed_buttons	mismatched_lengths	any_rb_nonzero	any_mb_nonzero	any_click	any_left	any_right	nogo_stop_time	nogo_stopped	nogo_outcome	nogo_parse_failed	rt_combined	accuracy
429	go	11	go_nogo	0	1	1	0.742632	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.742632	1
430	nogo	11	go_nogo	0	0	0	n/a	0	0	0	0	0	0	0	0	0	0.427474	1	stopped_early	0	0.427474	1
431	go	11	go_nogo	0	1	1	0.643041	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.643041	1
432	go	11	go_nogo	0	1	1	0.626448	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.626448	1
433	go	11	go_nogo	0	1	1	0.659490	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.659490	1
434	go	11	go_nogo	0	1	1	0.661612	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.661612	1
435	go	11	go_nogo	0	1	1	0.625208	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.625208	1
436	go	11	go_nogo	0	1	1	0.826525	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.826525	1
437	go	11	go_nogo	0	1	1	0.675155	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.675155	1
438	go	11	go_nogo	0	1	1	0.576797	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.576797	1
439	nogo	11	go_nogo	0	0	0	n/a	0	0	0	0	0	0	0	0	0	0.543752	1	stopped_early	0	0.543752	1
440	go	11	go_nogo	0	1	1	0.593783	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.593783	1
441	nogo	11	go_nogo	0	0	0	n/a	0	0	0	0	0	0	0	0	0	0.395147	1	stopped_early	0	0.395147	1
442	go	11	go_nogo	0	1	1	0.611288	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.611288	1
443	go	11	go_nogo	0	1	1	0.825812	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.825812	1
444	go	11	go_nogo	0	1	1	0.894440	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.894440	1
445	go	11	go_nogo	0	1	1	0.859367	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.859367	1
446	go	11	go_nogo	0	1	1	0.960934	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.960934	1
447	go	11	go_nogo	0	1	1	0.759825	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.759825	1
448	nogo	11	go_nogo	0	0	0	n/a	0	0	0	0	0	0	0	0	0	0.392449	1	stopped_early	0	0.392449	1
449	go	11	go_nogo	0	0	0	n/a	0	0	0	0	0	0	0	0	0	n/a	0	no_stop_timeout	0	n/a	0
450	go	11	go_nogo	0	1	1	0.644319	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.644319	1
451	go	12	go_only	0	1	1	0.560295	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.560295	1
452	go	12	go_only	0	1	1	0.545631	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.545631	1
453	go	12	go_only	0	1	1	0.559908	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.559908	1
454	go	12	go_only	0	1	1	0.475431	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.475431	1
455	go	12	go_only	0	1	1	0.462515	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.462515	1
456	go	12	go_only	0	0	0	n/a	0	0	0	0	0	0	0	0	0	n/a	0	no_stop_early	0	n/a	0
457	go	12	go_only	0	1	1	0.546245	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.546245	1
458	go	12	go_only	0	1	1	0.628615	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.628615	1
459	go	12	go_only	0	1	1	0.543549	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.543549	1
460	go	12	go_only	0	1	1	0.676254	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.676254	1
461	go	12	go_only	0	1	1	0.643530	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.643530	1
462	go	12	go_only	0	1	1	0.611541	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.611541	1
463	go	12	go_only	0	1	1	0.827618	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.827618	1
464	go	12	go_only	0	1	1	0.610914	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.610914	1
465	go	12	go_only	0	1	1	0.642604	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.642604	1
466	go	12	go_only	0	1	1	0.911728	0	0	0	0	0	0	1	1	0	0.727889	1	stopped_early	0	0.911728	1
467	go	12	go_only	0	1	0	0.628530	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_timeout	0	n/a	0
468	go	12	go_only	0	2	0	0.494955	0	0	0	0	0	0	1	1	0	0.427854	1	stopped_early	0	n/a	0
469	go	13	go_nogo	0	1	1	0.642776	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.642776	1
470	go	13	go_nogo	0	1	1	0.579024	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.579024	1
471	go	13	go_nogo	0	1	1	0.559994	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.559994	1
472	go	13	go_nogo	0	1	1	0.611540	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.611540	1
473	go	13	go_nogo	0	1	1	0.811138	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.811138	1
474	go	13	go_nogo	0	1	1	0.561536	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.561536	1
475	go	13	go_nogo	0	1	1	0.578459	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.578459	1
476	nogo	13	go_nogo	0	0	0	n/a	0	0	0	0	0	0	0	0	0	0.379261	1	stopped_early	0	0.379261	1
477	go	13	go_nogo	0	1	1	0.576871	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.576871	1
478	nogo	13	go_nogo	0	0	0	n/a	0	0	0	0	0	0	0	0	0	0.376373	1	stopped_early	0	0.376373	1
479	go	13	go_nogo	0	1	1	0.777779	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.777779	1
480	nogo	13	go_nogo	0	0	0	n/a	0	0	0	0	0	0	0	0	0	0.525210	1	stopped_early	0	0.525210	1
481	go	13	go_nogo	0	1	1	0.743292	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.743292	1
482	go	13	go_nogo	0	1	1	1.210342	0	0	0	0	0	0	1	1	0	0.626770	1	stopped_early	0	1.210342	1
483	go	13	go_nogo	0	1	1	0.828806	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.828806	1
484	go	13	go_nogo	0	1	1	0.810153	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.810153	1
485	nogo	13	go_nogo	0	0	0	n/a	0	0	0	0	0	0	0	0	0	0.742691	1	stopped_early	0	0.742691	1
486	go	13	go_nogo	0	1	1	0.592076	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.592076	1
487	go	13	go_nogo	0	1	1	0.594410	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.594410	1
488	nogo	13	go_nogo	0	0	0	n/a	0	0	0	0	0	0	0	0	0	0.460924	1	stopped_early	0	0.460924	1
489	go	13	go_nogo	0	1	1	0.677074	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.677074	1
490	go	13	go_nogo	0	1	1	0.659671	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.659671	1
491	go	13	go_nogo	0	1	1	0.726151	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.726151	1
492	nogo	13	go_nogo	0	0	0	n/a	0	0	0	0	0	0	0	0	0	0.442825	1	stopped_early	0	0.442825	1
493	go	13	go_nogo	0	1	1	0.761659	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.761659	1
494	go	13	go_nogo	0	1	1	0.811960	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.811960	1
495	go	13	go_nogo	0	1	1	0.879688	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.879688	1
496	go	13	go_nogo	0	1	1	0.943725	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.943725	1
497	go	13	go_nogo	0	1	1	0.627610	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.627610	1
498	go	13	go_nogo	0	1	1	0.510863	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.510863	1
499	go	13	go_nogo	0	1	1	0.576903	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.576903	1
500	go	13	go_nogo	0	1	1	0.675575	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.675575	1
501	go	13	go_nogo	0	1	1	0.560858	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.560858	1
502	go	13	go_nogo	0	1	1	0.693479	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.693479	1
503	nogo	13	go_nogo	0	0	0	n/a	0	0	0	0	0	0	0	0	0	0.491018	1	stopped_early	0	0.491018	1
504	go	13	go_nogo	0	1	1	0.591110	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.591110	1
505	nogo	13	go_nogo	0	0	0	n/a	0	0	0	0	0	0	0	0	0	0.411036	1	stopped_early	0	0.411036	1
506	go	13	go_nogo	0	1	1	0.660382	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.660382	1
507	nogo	13	go_nogo	0	0	0	n/a	0	0	0	0	0	0	0	0	0	0.476816	1	stopped_early	0	0.476816	1
508	go	13	go_nogo	0	1	1	0.643828	0	0	0	0	0	0	1	1	0	n/a	0	too_short_after_peak	0	0.643828	1
509	nogo	13	go_nogo	0	0	0	n/a	0	0	0	0	0	0	0	0	0	0.426901	1	stopped_early	0	0.426901	1
510	go	13	go_nogo	0	1	1	0.710648	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.710648	1
511	go	13	go_nogo	0	1	1	0.675682	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.675682	1
512	go	13	go_nogo	0	1	1	0.484857	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.484857	1
513	go	13	go_nogo	0	1	1	0.593043	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.593043	1
514	go	13	go_nogo	0	1	1	0.760016	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.760016	1
515	go	13	go_nogo	0	1	1	1.077761	0	0	0	0	0	0	1	1	0	0.944364	1	stopped_early	0	1.077761	1
516	go	13	go_nogo	0	1	1	0.827760	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.827760	1
517	go	13	go_nogo	0	0	0	n/a	0	0	0	0	0	0	0	0	0	n/a	0	no_stop_timeout	0	n/a	0
518	go	13	go_nogo	0	1	1	0.625772	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.625772	1
519	go	13	go_nogo	0	1	1	0.628464	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.628464	1
520	go	13	go_nogo	0	1	1	0.593413	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.593413	1
521	go	13	go_nogo	0	1	1	0.594406	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.594406	1
522	go	13	go_nogo	0	1	1	0.644278	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.644278	1
523	nogo	13	go_nogo	0	0	0	n/a	0	0	0	0	0	0	0	0	0	0.394356	1	stopped_early	0	0.394356	1
524	go	13	go_nogo	0	1	1	0.660977	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.660977	1
525	go	13	go_nogo	0	0	0	n/a	0	0	0	0	0	0	0	0	0	n/a	0	no_stop_timeout	0	n/a	0
526	nogo	13	go_nogo	0	0	0	n/a	0	0	0	0	0	0	0	0	0	0.460365	1	stopped_early	0	0.460365	1
527	go	13	go_nogo	0	1	1	0.595344	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.595344	1
528	go	13	go_nogo	0	1	1	1.093441	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	1.093441	1
529	go	14	go_nogo	0	1	1	0.593250	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.593250	1
530	go	14	go_nogo	0	1	1	0.610990	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.610990	1
531	nogo	14	go_nogo	0	0	0	n/a	0	0	0	0	0	0	0	0	0	0.345415	1	stopped_early	0	0.345415	1
532	go	14	go_nogo	0	1	1	0.562074	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.562074	1
533	go	14	go_nogo	0	1	1	0.610060	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.610060	1
534	nogo	14	go_nogo	0	0	0	n/a	0	0	0	0	0	0	0	0	0	0.460209	1	stopped_early	0	0.460209	1
535	go	14	go_nogo	0	1	1	0.960020	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.960020	1
536	go	14	go_nogo	0	1	1	0.957547	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.957547	1
537	go	14	go_nogo	0	1	1	0.891454	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.891454	1
538	go	14	go_nogo	0	1	1	0.641433	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.641433	1
539	nogo	14	go_nogo	0	0	0	n/a	0	0	0	0	0	0	0	0	0	0.502737	1	stopped_early	0	0.502737	1
540	go	14	go_nogo	0	1	1	0.957382	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.957382	1
541	go	14	go_nogo	0	1	1	0.545015	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.545015	1
542	go	14	go_nogo	0	1	1	0.625316	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.625316	1
543	go	14	go_nogo	0	1	1	0.628114	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.628114	1
544	go	14	go_nogo	0	1	1	0.579116	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.579116	1
545	nogo	14	go_nogo	0	0	0	n/a	0	0	0	0	0	0	0	0	0	0.425589	1	stopped_early	0	0.425589	1
546	go	14	go_nogo	0	1	1	0.661576	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.661576	1
547	go	14	go_nogo	0	1	1	0.512103	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.512103	1
548	go	14	go_nogo	0	1	1	0.593681	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.593681	1
549	go	14	go_nogo	0	1	1	0.576612	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.576612	1
550	go	14	go_nogo	0	1	1	0.694104	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.694104	1
551	go	14	go_nogo	0	1	1	0.559553	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.559553	1
552	go	14	go_nogo	0	1	1	0.610842	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.610842	1
553	go	14	go_nogo	0	1	1	0.711313	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.711313	1
554	go	14	go_nogo	0	1	1	0.743001	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.743001	1
555	nogo	14	go_nogo	0	0	0	n/a	0	0	0	0	0	0	0	0	0	0.494614	1	stopped_early	0	0.494614	1
556	go	14	go_nogo	0	1	1	0.960663	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.960663	1
557	nogo	14	go_nogo	0	0	0	n/a	0	0	0	0	0	0	0	0	0	0.576000	1	stopped_early	0	0.576000	1
558	go	14	go_nogo	0	1	1	0.653716	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.653716	1
559	go	14	go_nogo	0	1	0	0.526541	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	n/a	0
560	go	14	go_nogo	0	1	1	0.609586	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.609586	1
561	go	14	go_nogo	0	1	1	0.578132	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.578132	1
562	go	14	go_nogo	0	1	1	0.591606	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.591606	1
563	go	14	go_nogo	0	1	1	0.578831	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.578831	1
564	go	14	go_nogo	0	1	1	0.628327	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.628327	1
565	go	14	go_nogo	0	1	1	0.693834	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.693834	1
566	go	14	go_nogo	0	1	1	0.693472	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.693472	1
567	nogo	14	go_nogo	0	0	0	n/a	0	0	0	0	0	0	0	0	0	0.510362	1	stopped_early	0	0.510362	1
568	go	14	go_nogo	0	1	1	0.593975	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.593975	1
569	go	14	go_nogo	0	1	1	0.729743	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.729743	1
570	go	14	go_nogo	0	1	1	0.995152	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.995152	1
571	go	14	go_nogo	0	1	1	1.195078	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	1.195078	1
572	go	14	go_nogo	0	1	0	1.425720	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_timeout	0	n/a	0
573	go	14	go_nogo	0	1	1	0.644993	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.644993	1
574	go	14	go_nogo	0	1	1	0.726618	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.726618	1
575	nogo	14	go_nogo	0	0	0	n/a	0	0	0	0	0	0	0	0	0	0.542550	1	stopped_near_deadline	0	0.542550	1
576	go	14	go_nogo	0	1	1	0.510086	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.510086	1
577	nogo	14	go_nogo	0	0	0	n/a	0	0	0	0	0	0	0	0	0	0.361349	1	stopped_early	0	0.361349	1
578	go	14	go_nogo	0	1	1	0.575107	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.575107	1
579	go	14	go_nogo	0	1	1	0.745596	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.745596	1
580	nogo	14	go_nogo	0	0	0	n/a	0	0	0	0	0	0	0	0	0	0.525756	1	stopped_early	0	0.525756	1
581	go	14	go_nogo	0	1	1	1.176798	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	1.176798	1
582	nogo	14	go_nogo	0	0	0	n/a	0	0	0	0	0	0	0	0	0	0.477364	1	stopped_early	0	0.477364	1
583	go	14	go_nogo	0	1	1	0.826372	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.826372	1
584	go	14	go_nogo	0	1	1	1.076674	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	1.076674	1
585	nogo	14	go_nogo	0	0	0	n/a	0	0	0	0	0	0	0	0	0	0.426414	1	stopped_early	0	0.426414	1
586	go	14	go_nogo	0	1	1	0.610818	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.610818	1
587	go	14	go_nogo	0	1	1	0.645320	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.645320	1
588	go	14	go_nogo	0	1	1	0.676786	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.676786	1
589	go	15	go_only	0	1	1	0.475905	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.475905	1
590	go	15	go_only	0	1	1	0.527061	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.527061	1
591	go	15	go_only	0	1	1	0.477887	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.477887	1
592	go	15	go_only	0	1	1	0.528192	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.528192	1
593	go	15	go_only	0	1	1	0.493329	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.493329	1
594	go	15	go_only	0	1	1	0.562188	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.562188	1
595	go	15	go_only	0	1	1	0.545401	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.545401	1
596	go	15	go_only	0	1	1	0.577329	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.577329	1
597	go	15	go_only	0	1	1	0.542473	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.542473	1
598	go	15	go_only	0	1	1	0.575703	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.575703	1
599	go	15	go_only	0	1	1	0.527370	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.527370	1
600	go	15	go_only	0	1	1	0.526448	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.526448	1
601	go	15	go_only	0	1	1	0.527980	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.527980	1
602	go	15	go_only	0	1	1	0.594811	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.594811	1
603	go	15	go_only	0	1	1	0.577688	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.577688	1
604	go	15	go_only	0	1	1	0.610015	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.610015	1
605	go	15	go_only	0	1	1	0.511946	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.511946	1
606	go	15	go_only	0	1	1	0.527968	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.527968	1
